GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
1500000US180973209012,180973209012,"Block Group 2, Census Tract 3209.01, Marion County, Indiana",973,225,0,11,0,11,0,11,0,11,0,11,5,11,0,11,0,11,5,12,0,11,62,56,7,14,0,11,0,11,6,14,197,95,0,11,96,79,170,103,93,55,242,109,79,59,11,23,0,11
1500000US180973209013,180973209013,"Block Group 3, Census Tract 3209.01, Marion County, Indiana",1596,299,1,4,0,11,0,11,0,11,0,11,2,4,0,11,0,11,0,11,0,11,2,4,0,11,2,4,0,11,0,11,64,59,16,26,153,115,258,191,195,124,473,147,303,142,73,88,54,85
1500000US180973209014,180973209014,"Block Group 4, Census Tract 3209.01, Marion County, Indiana",766,134,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,23,0,11,9,15,0,11,0,11,45,44,42,65,46,41,35,40,32,39,298,112,178,84,50,65,16,25
1500000US180973209021,180973209021,"Block Group 1, Census Tract 3209.02, Marion County, Indiana",1137,172,4,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,19,27,4,9,0,11,27,28,149,83,45,33,110,55,195,110,177,117,279,78,113,52,9,14,6,10
1500000US180973209022,180973209022,"Block Group 2, Census Tract 3209.02, Marion County, Indiana",1151,207,25,34,0,11,0,11,0,11,0,11,0,11,0,11,0,11,41,69,0,11,11,19,34,51,9,14,36,49,8,12,208,85,62,61,101,56,173,87,174,90,204,99,56,35,0,11,9,15
1500000US180973209031,180973209031,"Block Group 1, Census Tract 3209.03, Marion County, Indiana",1030,282,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,97,113,35,42,26,40,39,46,36,42,122,106,8,13,240,147,121,120,80,62,145,93,0,11,81,72,0,11,0,11,0,11
1500000US180973209032,180973209032,"Block Group 2, Census Tract 3209.03, Marion County, Indiana",887,215,54,73,0,11,0,11,0,11,0,11,0,11,29,43,0,11,50,75,0,11,0,11,0,11,99,90,59,60,0,11,217,108,16,21,63,52,106,49,82,57,42,49,46,37,24,36,0,11
1500000US180973209033,180973209033,"Block Group 3, Census Tract 3209.03, Marion County, Indiana",682,166,5,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,28,43,0,11,31,33,17,26,262,96,14,21,69,50,96,51,82,55,54,33,18,19,6,11,0,11
1500000US180973210011,180973210011,"Block Group 1, Census Tract 3210.01, Marion County, Indiana",1176,227,0,11,0,11,0,11,9,25,0,11,12,19,0,11,0,11,0,11,0,11,10,20,13,20,49,47,27,30,20,25,387,130,66,53,69,43,133,77,91,54,201,72,89,62,0,11,0,11
1500000US180973210012,180973210012,"Block Group 2, Census Tract 3210.01, Marion County, Indiana",850,183,0,11,34,52,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,44,40,19,30,50,49,180,86,63,49,75,63,118,73,40,34,146,66,37,37,0,11,44,62
1500000US180973210021,180973210021,"Block Group 1, Census Tract 3210.02, Marion County, Indiana",595,238,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,51,38,61,0,11,48,40,0,11,54,53,86,83,25,28,246,204,36,34,17,28,12,18
1500000US180973210022,180973210022,"Block Group 2, Census Tract 3210.02, Marion County, Indiana",1617,264,2,4,0,11,0,11,0,11,0,11,1,4,0,11,0,11,0,11,0,11,1,2,29,45,23,22,2,3,16,22,151,80,37,38,35,44,122,65,90,68,441,153,403,124,168,82,96,58
1500000US180973210023,180973210023,"Block Group 3, Census Tract 3210.02, Marion County, Indiana",805,150,22,32,0,11,0,11,0,11,40,48,24,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,17,24,25,149,87,19,30,64,68,24,37,128,93,180,98,96,62,12,18,15,23
1500000US180973211001,180973211001,"Block Group 1, Census Tract 3211, Marion County, Indiana",825,156,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,2,4,0,11,0,11,28,41,7,11,22,21,27,30,37,33,28,25,12,17,136,98,17,18,262,82,88,42,83,62,76,44
1500000US180973211002,180973211002,"Block Group 2, Census Tract 3211, Marion County, Indiana",645,179,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,13,0,11,99,70,0,11,8,12,131,109,20,21,166,62,182,59,22,16,8,13
1500000US180973211003,180973211003,"Block Group 3, Census Tract 3211, Marion County, Indiana",497,77,0,11,0,11,0,11,0,11,0,11,0,11,0,11,2,3,0,11,0,11,6,6,0,11,7,9,6,7,4,3,47,22,12,11,18,12,126,33,30,14,150,58,55,22,32,17,2,3
1500000US180973211004,180973211004,"Block Group 4, Census Tract 3211, Marion County, Indiana",619,113,10,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,24,0,11,33,39,9,13,59,64,91,64,16,18,53,40,64,37,24,20,83,46,91,45,61,53,9,12
1500000US180973212001,180973212001,"Block Group 1, Census Tract 3212, Marion County, Indiana",973,226,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,57,48,0,11,0,11,90,55,29,33,511,204,148,87,124,71,14,23
1500000US180973212002,180973212002,"Block Group 2, Census Tract 3212, Marion County, Indiana",1211,245,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,24,40,48,14,22,14,23,52,64,57,56,59,59,513,171,198,110,231,131,17,29
1500000US180973212003,180973212003,"Block Group 3, Census Tract 3212, Marion County, Indiana",785,167,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,26,0,11,0,11,0,11,110,94,15,24,376,102,103,73,164,109,0,11
1500000US180973212004,180973212004,"Block Group 4, Census Tract 3212, Marion County, Indiana",762,189,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,72,59,0,11,30,35,94,91,0,11,333,108,186,77,47,36,0,11
1500000US180973213001,180973213001,"Block Group 1, Census Tract 3213, Marion County, Indiana",869,152,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,12,61,57,121,70,34,35,479,127,143,65,15,23,8,12
1500000US180973213002,180973213002,"Block Group 2, Census Tract 3213, Marion County, Indiana",970,141,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,14,0,11,0,11,15,16,0,11,31,28,116,59,37,33,531,121,142,54,63,37,26,25
1500000US180973214001,180973214001,"Block Group 1, Census Tract 3214, Marion County, Indiana",787,159,19,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,125,75,23,39,32,36,109,66,44,68,272,123,102,55,30,35,31,51
1500000US180973214002,180973214002,"Block Group 2, Census Tract 3214, Marion County, Indiana",1352,270,4,8,21,34,0,11,0,11,0,11,1,3,0,11,0,11,1,3,0,11,1,3,7,14,8,16,0,11,16,28,103,54,16,20,23,38,188,116,26,32,681,197,160,81,47,55,49,69
1500000US180973214003,180973214003,"Block Group 3, Census Tract 3214, Marion County, Indiana",1014,370,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,27,0,11,0,11,218,183,0,11,63,63,281,189,16,25,364,196,15,24,27,34,13,21
1500000US180973214004,180973214004,"Block Group 4, Census Tract 3214, Marion County, Indiana",1381,257,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,2,6,3,6,0,11,0,11,0,11,106,96,0,11,166,120,202,103,50,49,548,193,218,116,68,83,18,28
1500000US180973216001,180973216001,"Block Group 1, Census Tract 3216, Marion County, Indiana",2206,384,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,24,0,11,33,34,14,24,0,11,80,56,28,42,281,163,14,24,115,104,318,151,148,116,649,238,433,155,54,53,24,37
1500000US180973216002,180973216002,"Block Group 2, Census Tract 3216, Marion County, Indiana",666,175,28,44,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,27,96,73,66,65,0,11,41,47,140,108,51,65,111,92,64,58,35,40,16,26
1500000US180973216003,180973216003,"Block Group 3, Census Tract 3216, Marion County, Indiana",1157,328,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,2,4,0,11,2,5,0,11,0,11,60,71,368,262,2,4,37,42,246,114,106,93,235,149,99,63,0,11,0,11
1500000US180973217001,180973217001,"Block Group 1, Census Tract 3217, Marion County, Indiana",770,157,0,11,0,11,0,11,0,11,0,11,9,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,164,105,39,42,13,21,32,38,46,74,284,104,131,79,52,38,0,11
1500000US180973217002,180973217002,"Block Group 2, Census Tract 3217, Marion County, Indiana",599,131,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,75,65,0,11,64,63,27,30,0,11,299,113,134,87,0,11,0,11
1500000US180973217003,180973217003,"Block Group 3, Census Tract 3217, Marion County, Indiana",952,187,33,39,0,11,0,11,0,11,0,11,0,11,0,11,12,24,12,25,6,12,23,26,0,11,6,12,5,11,0,11,189,80,0,11,25,28,157,96,22,26,284,106,110,68,49,47,19,25
1500000US180973217004,180973217004,"Block Group 4, Census Tract 3217, Marion County, Indiana",743,181,0,11,0,11,0,11,0,11,0,11,0,11,10,16,14,25,0,11,0,11,0,11,13,21,0,11,0,11,0,11,96,87,0,11,0,11,61,51,136,84,230,120,149,91,34,51,0,11
1500000US180973218001,180973218001,"Block Group 1, Census Tract 3218, Marion County, Indiana",645,102,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,14,53,38,0,11,32,31,15,16,50,43,249,67,125,40,57,38,55,42
1500000US180973218002,180973218002,"Block Group 2, Census Tract 3218, Marion County, Indiana",730,130,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,39,0,11,24,37,0,11,20,31,0,11,10,16,16,18,8,12,84,44,77,61,250,119,125,51,72,40,18,20
1500000US180973218003,180973218003,"Block Group 3, Census Tract 3218, Marion County, Indiana",487,116,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,23,0,11,7,12,13,19,14,16,203,99,114,53,97,53,18,22
1500000US180973218004,180973218004,"Block Group 4, Census Tract 3218, Marion County, Indiana",997,185,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,56,43,27,42,15,13,83,61,61,58,528,164,91,45,136,71,0,11
1500000US180973219001,180973219001,"Block Group 1, Census Tract 3219, Marion County, Indiana",870,127,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,12,0,11,48,48,9,14,0,11,10,15,44,30,0,11,399,109,126,49,173,73,45,28
1500000US180973219002,180973219002,"Block Group 2, Census Tract 3219, Marion County, Indiana",418,98,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,11,0,11,0,11,0,11,0,11,3,6,0,11,0,11,37,29,0,11,209,101,92,55,44,41,26,19
1500000US180973219003,180973219003,"Block Group 3, Census Tract 3219, Marion County, Indiana",770,155,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,13,0,11,43,35,33,31,41,35,315,150,156,65,130,71,35,28
1500000US180973219004,180973219004,"Block Group 4, Census Tract 3219, Marion County, Indiana",198,90,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,52,58,15,23,0,11,51,42,8,14,48,35,16,24,8,14,0,11
1500000US180973220001,180973220001,"Block Group 1, Census Tract 3220, Marion County, Indiana",817,164,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,25,14,21,0,11,42,29,18,23,0,11,125,98,31,29,258,81,154,50,93,47,66,41
1500000US180973220002,180973220002,"Block Group 2, Census Tract 3220, Marion County, Indiana",894,215,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,10,21,33,0,11,54,50,8,13,166,128,55,53,14,23,248,93,149,101,140,64,32,34,0,11,0,11
1500000US180973220003,180973220003,"Block Group 3, Census Tract 3220, Marion County, Indiana",845,275,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,23,0,11,57,58,9,16,246,111,46,43,19,22,143,96,90,75,177,154,38,28,0,11,0,11
1500000US180973221001,180973221001,"Block Group 1, Census Tract 3221, Marion County, Indiana",576,173,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,43,0,11,90,68,52,56,9,19,134,81,32,35,150,66,75,37,8,13,0,11
1500000US180973221002,180973221002,"Block Group 2, Census Tract 3221, Marion County, Indiana",682,211,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1,3,91,71,76,72,20,24,62,51,9,15,16,24,28,30,137,105,154,92,82,75,6,12,0,11
1500000US180973221003,180973221003,"Block Group 3, Census Tract 3221, Marion County, Indiana",505,127,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,15,0,11,2,8,0,11,29,39,29,32,3,9,76,59,28,27,153,69,79,51,59,36,38,37
1500000US180973222001,180973222001,"Block Group 1, Census Tract 3222, Marion County, Indiana",638,105,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,22,29,27,54,37,19,20,0,11,134,52,9,10,28,31,126,58,26,22,94,39,51,26,30,25,24,21
1500000US180973222002,180973222002,"Block Group 2, Census Tract 3222, Marion County, Indiana",914,95,10,14,0,11,0,11,0,11,0,11,5,8,0,11,0,11,0,11,0,11,4,7,0,11,11,18,0,11,5,7,79,47,0,11,26,18,141,60,40,20,323,78,152,50,96,35,22,16
1500000US180973223001,180973223001,"Block Group 1, Census Tract 3223, Marion County, Indiana",687,117,6,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,26,26,30,9,14,18,20,39,49,37,30,324,87,158,82,25,23,24,25
1500000US180973223002,180973223002,"Block Group 2, Census Tract 3223, Marion County, Indiana",707,122,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,12,8,17,4,10,0,11,82,66,0,11,49,39,71,50,15,18,302,102,139,52,30,24,0,11
1500000US180973223003,180973223003,"Block Group 3, Census Tract 3223, Marion County, Indiana",545,74,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,12,0,11,0,11,10,15,0,11,20,30,57,49,25,29,153,55,142,55,105,58,26,22
1500000US180973224001,180973224001,"Block Group 1, Census Tract 3224, Marion County, Indiana",525,132,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,20,0,11,0,11,0,11,75,52,6,10,18,22,81,47,92,55,122,56,75,48,35,30,0,11
1500000US180973224002,180973224002,"Block Group 2, Census Tract 3224, Marion County, Indiana",1176,264,8,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,13,0,11,7,12,201,88,13,14,49,38,321,136,156,78,331,150,64,48,9,15,9,14
1500000US180973224003,180973224003,"Block Group 3, Census Tract 3224, Marion County, Indiana",581,139,0,11,0,11,0,11,0,11,0,11,9,14,0,11,0,11,0,11,0,11,9,16,0,11,0,11,0,11,0,11,126,65,0,11,91,52,104,45,60,32,124,68,58,50,0,11,0,11
1500000US180973225001,180973225001,"Block Group 1, Census Tract 3225, Marion County, Indiana",377,86,13,14,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,18,5,7,0,11,19,16,10,15,10,10,0,11,124,49,35,31,14,13,63,36,37,29,26,16,0,11,4,6,0,11
1500000US180973225002,180973225002,"Block Group 2, Census Tract 3225, Marion County, Indiana",629,113,0,11,0,11,0,11,13,19,24,38,0,11,0,11,0,11,32,31,0,11,0,11,0,11,0,11,18,21,12,14,77,57,15,16,26,29,160,67,82,42,147,54,12,12,0,11,11,14
1500000US180973226001,180973226001,"Block Group 1, Census Tract 3226, Marion County, Indiana",415,106,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,14,0,11,0,11,0,11,108,71,0,11,19,21,86,53,34,43,112,66,38,42,10,15,0,11
1500000US180973226002,180973226002,"Block Group 2, Census Tract 3226, Marion County, Indiana",690,206,25,32,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,41,46,61,58,12,18,235,122,61,91,69,55,96,64,59,53,0,11,31,35,0,11,0,11
1500000US180973226003,180973226003,"Block Group 3, Census Tract 3226, Marion County, Indiana",731,172,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,50,75,84,90,45,52,0,11,152,72,105,75,93,77,140,85,54,34,8,14,0,11,0,11,0,11
1500000US180973226004,180973226004,"Block Group 4, Census Tract 3226, Marion County, Indiana",418,144,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,24,59,63,0,11,135,69,13,21,36,28,52,50,30,36,23,23,46,36,0,11,0,11
1500000US180973227001,180973227001,"Block Group 1, Census Tract 3227, Marion County, Indiana",695,193,18,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,10,0,11,8,12,8,13,0,11,137,74,48,32,58,42,95,54,68,43,123,71,90,49,8,13,28,44
1500000US180973227002,180973227002,"Block Group 2, Census Tract 3227, Marion County, Indiana",333,88,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,30,41,0,11,34,31,126,55,25,24,13,16,46,29,7,12,44,40,8,13,0,11,0,11
1500000US180973227003,180973227003,"Block Group 3, Census Tract 3227, Marion County, Indiana",557,119,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,10,7,12,8,13,38,48,0,11,152,65,83,43,23,22,102,94,24,21,73,54,35,27,6,9,0,11
1500000US180973301031,180973301031,"Block Group 1, Census Tract 3301.03, Marion County, Indiana",1579,278,14,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,48,53,6,14,31,45,18,30,379,156,43,52,37,39,194,116,81,61,545,191,138,89,29,48,16,25
1500000US180973301032,180973301032,"Block Group 2, Census Tract 3301.03, Marion County, Indiana",961,251,7,14,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,3,6,3,7,0,11,6,13,0,11,74,61,0,11,15,26,178,140,158,120,351,132,166,111,0,11,0,11
1500000US180973301033,180973301033,"Block Group 3, Census Tract 3301.03, Marion County, Indiana",1293,216,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,108,81,31,34,47,44,196,111,94,108,565,164,187,98,29,33,36,43
1500000US180973301051,180973301051,"Block Group 1, Census Tract 3301.05, Marion County, Indiana",1601,258,16,26,0,11,0,11,0,11,17,26,0,11,0,11,0,11,0,11,0,11,24,38,0,11,0,11,16,27,0,11,421,167,0,11,51,44,219,100,82,96,333,144,359,187,7,12,56,50
1500000US180973301052,180973301052,"Block Group 2, Census Tract 3301.05, Marion County, Indiana",858,241,16,27,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,27,30,33,0,11,242,132,0,11,41,41,72,80,20,35,366,156,55,83,0,11,0,11
1500000US180973301053,180973301053,"Block Group 3, Census Tract 3301.05, Marion County, Indiana",1291,320,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,28,10,13,0,11,485,259,18,21,60,65,166,100,36,39,275,132,177,103,34,33,12,18
1500000US180973301061,180973301061,"Block Group 1, Census Tract 3301.06, Marion County, Indiana",1153,271,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,91,102,0,11,0,11,0,11,9,19,9,19,0,11,215,139,25,31,23,32,383,154,53,47,285,145,53,42,7,17,0,11
1500000US180973301062,180973301062,"Block Group 2, Census Tract 3301.06, Marion County, Indiana",604,150,3,7,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,3,6,21,33,7,12,0,11,163,87,1,6,9,13,78,52,49,43,207,121,50,36,0,11,13,20
1500000US180973301063,180973301063,"Block Group 3, Census Tract 3301.06, Marion County, Indiana",859,271,25,53,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,51,0,11,0,11,181,140,23,46,56,75,144,140,125,122,195,100,45,47,0,11,32,38
1500000US180973301071,180973301071,"Block Group 1, Census Tract 3301.07, Marion County, Indiana",1232,226,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,148,78,0,11,34,38,168,91,66,79,572,181,186,105,58,58,0,11
1500000US180973301072,180973301072,"Block Group 2, Census Tract 3301.07, Marion County, Indiana",1136,197,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,199,93,16,25,172,133,188,96,0,11,423,133,99,65,25,39,14,26
1500000US180973301073,180973301073,"Block Group 3, Census Tract 3301.07, Marion County, Indiana",869,133,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,25,0,11,42,51,0,11,19,31,35,39,73,57,298,125,263,143,84,80,39,45
1500000US180973301074,180973301074,"Block Group 4, Census Tract 3301.07, Marion County, Indiana",1435,269,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,221,114,27,43,105,105,241,144,40,46,419,189,324,168,0,11,58,73
1500000US180973301081,180973301081,"Block Group 1, Census Tract 3301.08, Marion County, Indiana",1795,178,17,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,14,222,105,0,11,41,32,158,70,145,65,771,135,332,104,57,40,43,34
1500000US180973301082,180973301082,"Block Group 2, Census Tract 3301.08, Marion County, Indiana",931,147,12,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,41,61,0,11,27,39,0,11,25,33,66,52,6,11,27,29,92,44,45,28,294,91,207,74,50,32,39,33
1500000US180973301091,180973301091,"Block Group 1, Census Tract 3301.09, Marion County, Indiana",1325,225,29,47,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,183,91,44,50,110,94,15,25,165,112,488,133,231,111,20,32,40,40
1500000US180973301092,180973301092,"Block Group 2, Census Tract 3301.09, Marion County, Indiana",1187,226,6,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,58,58,0,11,0,11,0,11,0,11,0,11,0,11,193,106,33,51,49,63,82,65,95,67,389,112,196,96,39,44,47,43
1500000US180973301093,180973301093,"Block Group 3, Census Tract 3301.09, Marion County, Indiana",1167,187,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,24,0,11,96,58,13,24,15,23,311,127,70,82,427,148,169,88,17,28,33,42
1500000US180973302021,180973302021,"Block Group 1, Census Tract 3302.02, Marion County, Indiana",1715,351,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,23,88,121,122,97,136,113,75,76,279,156,185,134,315,181,252,174,176,130,61,44,13,21,0,11,0,11
1500000US180973302022,180973302022,"Block Group 2, Census Tract 3302.02, Marion County, Indiana",3940,390,150,180,0,16,0,16,60,85,0,16,0,16,0,16,0,16,0,16,18,29,0,16,11,19,12,21,21,32,148,134,1079,347,44,41,242,136,768,237,429,151,761,196,197,95,0,16,0,16
1500000US180973302023,180973302023,"Block Group 3, Census Tract 3302.02, Marion County, Indiana",838,285,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,43,67,17,29,0,11,0,11,352,186,0,11,144,131,79,72,73,82,73,55,57,47,0,11,0,11
1500000US180973302031,180973302031,"Block Group 1, Census Tract 3302.03, Marion County, Indiana",1120,208,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,27,33,0,11,25,28,48,45,46,41,457,158,278,113,210,107,29,32
1500000US180973302032,180973302032,"Block Group 2, Census Tract 3302.03, Marion County, Indiana",2145,335,0,11,0,11,0,11,0,11,0,11,0,11,91,110,0,11,0,11,0,11,0,11,0,11,95,114,0,11,0,11,253,95,0,11,78,48,310,174,68,80,690,185,376,155,137,94,47,36
1500000US180973302033,180973302033,"Block Group 3, Census Tract 3302.03, Marion County, Indiana",1070,180,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,60,67,33,52,0,11,57,51,101,85,459,197,237,104,84,58,39,43
1500000US180973302041,180973302041,"Block Group 1, Census Tract 3302.04, Marion County, Indiana",1983,295,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,47,62,0,11,0,11,0,11,0,11,30,48,73,64,324,112,32,42,68,50,280,136,132,100,432,156,413,152,84,101,68,58
1500000US180973302042,180973302042,"Block Group 2, Census Tract 3302.04, Marion County, Indiana",1554,291,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,17,0,11,12,19,14,23,197,97,27,46,111,82,123,97,169,100,466,169,412,221,0,11,12,20
1500000US180973302043,180973302043,"Block Group 3, Census Tract 3302.04, Marion County, Indiana",892,231,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,30,44,0,11,0,11,156,122,0,11,76,61,151,96,108,113,268,123,49,54,54,74,0,11
1500000US180973302061,180973302061,"Block Group 1, Census Tract 3302.06, Marion County, Indiana",2291,198,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,23,0,11,0,11,10,17,17,25,0,11,0,11,445,142,63,49,135,65,235,95,177,75,850,149,328,90,8,13,8,13
1500000US180973302062,180973302062,"Block Group 2, Census Tract 3302.06, Marion County, Indiana",1006,160,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,126,77,25,22,68,49,224,86,105,54,252,88,146,79,60,88,0,11
1500000US180973302081,180973302081,"Block Group 1, Census Tract 3302.08, Marion County, Indiana",604,95,11,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,22,9,14,0,11,62,38,0,11,20,23,86,52,61,40,280,100,41,32,5,8,14,21
